dataset,k,consensus,empirical_cdf
MIMIC-IV,3,0.49,0.65024567788899
MIMIC-IV,3,0.5,0.6530498800562495
MIMIC-IV,3,0.51,0.6544246835966582
MIMIC-IV,3,0.52,0.6557978327405078
MIMIC-IV,3,0.53,0.6574141781785093
MIMIC-IV,3,0.54,0.6591413681859541
MIMIC-IV,3,0.55,0.6605988915543055
MIMIC-IV,3,0.56,0.6619604599222434
MIMIC-IV,3,0.5700000000000001,0.663370005790388
MIMIC-IV,3,0.58,0.6646786334684424
MIMIC-IV,3,0.59,0.6660220034742328
MIMIC-IV,3,0.6,0.6676979071883531
MIMIC-IV,3,0.61,0.6688046984862271
MIMIC-IV,3,0.62,0.6701894284059889
MIMIC-IV,3,0.63,0.6714914384978079
MIMIC-IV,3,0.64,0.6729423442799239
MIMIC-IV,3,0.65,0.6745007858383655
MIMIC-IV,3,0.66,0.6758937877409215
MIMIC-IV,3,0.67,0.6775911986103069
MIMIC-IV,3,0.68,0.6794093804284888
MIMIC-IV,3,0.6900000000000001,0.6811746215567872
MIMIC-IV,3,0.7000000000000001,0.6830556704442055
MIMIC-IV,3,0.71,0.6846422367441476
MIMIC-IV,3,0.72,0.6863032508892382
MIMIC-IV,3,0.73,0.6879080155513276
MIMIC-IV,3,0.74,0.6899313425428075
MIMIC-IV,3,0.75,0.6922623872942344
MIMIC-IV,3,0.76,0.693934982215237
MIMIC-IV,3,0.77,0.6958755893787741
MIMIC-IV,3,0.78,0.6978906443874596
MIMIC-IV,3,0.79,0.6996674662916701
MIMIC-IV,3,0.8,0.7020001654396559
MIMIC-IV,3,0.81,0.703791876912896
MIMIC-IV,3,0.8200000000000001,0.7058830341632889
MIMIC-IV,3,0.8300000000000001,0.707755811067913
MIMIC-IV,3,0.84,0.710005790387956
MIMIC-IV,3,0.85,0.7122425345355282
MIMIC-IV,3,0.86,0.7144643891140706
MIMIC-IV,3,0.87,0.7167044420547605
MIMIC-IV,3,0.88,0.7190884274960708
MIMIC-IV,3,0.89,0.7216295806104723
MIMIC-IV,3,0.9,0.7246554719166184
MIMIC-IV,3,0.91,0.7275175779634379
MIMIC-IV,3,0.92,0.7311158904789478
MIMIC-IV,3,0.93,0.7349375465299032
MIMIC-IV,3,0.9400000000000001,0.7391165522375713
MIMIC-IV,3,0.9500000000000001,0.7424137645793697
MIMIC-IV,3,0.96,0.74643063942427
MIMIC-IV,3,0.97,0.7517329803954008
MIMIC-IV,3,0.98,0.7540507899743568
MIMIC-IV,3,0.99,0.7690412771941434
MIMIC-IV,3,1,1
MIMIC-IV,4,0,0.5726048473819174
MIMIC-IV,4,0.01,0.5726048473819174
MIMIC-IV,4,0.02,0.604763007692944
MIMIC-IV,4,0.03,0.6097973364215402
MIMIC-IV,4,0.04,0.6216361981967078
MIMIC-IV,4,0.05,0.6290512035734965
MIMIC-IV,4,0.06,0.6326792952270659
MIMIC-IV,4,0.07,0.6376342129208371
MIMIC-IV,4,0.08,0.6423211183720738
MIMIC-IV,4,0.09,0.6466457109769211
MIMIC-IV,4,0.1,0.6509521052196211
MIMIC-IV,4,0.11,0.6542906774753908
MIMIC-IV,4,0.12,0.6576226321449251
MIMIC-IV,4,0.13,0.660673339399454
MIMIC-IV,4,0.14,0.6634130201009182
MIMIC-IV,4,0.15,0.6664587641657705
MIMIC-IV,4,0.16,0.6689519397799653
MIMIC-IV,4,0.17,0.671729671602283
MIMIC-IV,4,0.18,0.673867151956324
MIMIC-IV,4,0.19,0.676241211018281
MIMIC-IV,4,0.2,0.6789643477541567
MIMIC-IV,4,0.21,0.6811051369013152
MIMIC-IV,4,0.22,0.6834246008768302
MIMIC-IV,4,0.23,0.6864256762345934
MIMIC-IV,4,0.24,0.6896434775415667
MIMIC-IV,4,0.25,0.6934518984200513
MIMIC-IV,4,0.26,0.6960757713623955
MIMIC-IV,4,0.27,0.6995648937050211
MIMIC-IV,4,0.28,0.7024303085449582
MIMIC-IV,4,0.29,0.7053734800231616
MIMIC-IV,4,0.3,0.7083960625361899
MIMIC-IV,4,0.31,0.710793283149971
MIMIC-IV,4,0.32,0.7133592522127554
MIMIC-IV,4,0.33,0.7158276118785672
MIMIC-IV,4,0.34,0.7181900901646124
MIMIC-IV,4,0.35000000000000003,0.7202647034494168
MIMIC-IV,4,0.36,0.7221722226817768
MIMIC-IV,4,0.37,0.7242584167424931
MIMIC-IV,4,0.38,0.7261824799404417
MIMIC-IV,4,0.39,0.7282322772768632
MIMIC-IV,4,0.4,0.7304938373728183
MIMIC-IV,4,0.41000000000000003,0.7322425345355281
MIMIC-IV,4,0.42,0.7339945404913558
MIMIC-IV,4,0.43,0.7357151129125652
MIMIC-IV,4,0.44,0.7376143601621309
MIMIC-IV,4,0.45,0.7393796012904293
MIMIC-IV,4,0.46,0.7408619406071635
MIMIC-IV,4,0.47000000000000003,0.742604020183638
MIMIC-IV,4,0.48,0.7440334188104889
MIMIC-IV,4,0.49,0.7451269749358921
MIMIC-IV,4,0.5,0.7474116965836711
MIMIC-IV,4,0.51,0.7485929357266937
MIMIC-IV,4,0.52,0.7497791380593929
MIMIC-IV,4,0.53,0.7513673587558938
MIMIC-IV,4,0.54,0.7531954669534288
MIMIC-IV,4,0.55,0.7549358921333443
MIMIC-IV,4,0.56,0.7565902886921996
MIMIC-IV,4,0.5700000000000001,0.7583820001654397
MIMIC-IV,4,0.58,0.7601356605178261
MIMIC-IV,4,0.59,0.7618562329390355
MIMIC-IV,4,0.6,0.764088013896931
MIMIC-IV,4,0.61,0.7655637356274299
MIMIC-IV,4,0.62,0.7672462569277856
MIMIC-IV,4,0.63,0.7688626023657871
MIMIC-IV,4,0.64,0.7705732484076433
MIMIC-IV,4,0.65,0.7724245181570022
MIMIC-IV,4,0.66,0.7740987674745636
MIMIC-IV,4,0.67,0.7762015055008685
MIMIC-IV,4,0.68,0.7784829183555299
MIMIC-IV,4,0.6900000000000001,0.7808123087103979
MIMIC-IV,4,0.7000000000000001,0.7835139382910083
MIMIC-IV,4,0.71,0.785904541318554
MIMIC-IV,4,0.72,0.7884936719331623
MIMIC-IV,4,0.73,0.7911605591860369
MIMIC-IV,4,0.74,0.7942840598891554
MIMIC-IV,4,0.75,0.7976193233518074
MIMIC-IV,4,0.76,0.799897427413351
MIMIC-IV,4,0.77,0.8025527338903136
MIMIC-IV,4,0.78,0.8052725618330714
MIMIC-IV,4,0.79,0.8072247497725205
MIMIC-IV,4,0.8,0.8097212341798329
MIMIC-IV,4,0.81,0.8114633137563074
MIMIC-IV,4,0.8200000000000001,0.8134982215236992
MIMIC-IV,4,0.8300000000000001,0.8153776160145587
MIMIC-IV,4,0.84,0.8175283315410704
MIMIC-IV,4,0.85,0.8196211431880221
MIMIC-IV,4,0.86,0.8217338075936802
MIMIC-IV,4,0.87,0.8237869137232194
MIMIC-IV,4,0.88,0.8260981057159401
MIMIC-IV,4,0.89,0.82849863512283894
MIMIC-IV,4,0.9,0.8311953015137729
MIMIC-IV,4,0.91,0.8333873769542559
MIMIC-IV,4,0.92,0.8360906609314253
MIMIC-IV,4,0.93,0.8389097526677145
MIMIC-IV,4,0.9400000000000001,0.8423062288030441
MIMIC-IV,4,0.9500000000000001,0.845277525022748
MIMIC-IV,4,0.96,0.8507039457357929
MIMIC-IV,4,0.97,0.8583456034411449
MIMIC-IV,4,0.98,0.8615998014724129
MIMIC-IV,4,0.99,0.8794143436181653
MIMIC-IV,4,1,1
MIMIC-IV,5,0,0.5365257672264042
MIMIC-IV,5,0.01,0.5365257672264042
MIMIC-IV,5,0.02,0.5801819836214741
MIMIC-IV,5,0.03,0.5845446273471752
MIMIC-IV,5,0.04,0.5956323930846223
MIMIC-IV,5,0.05,0.606088179336587
MIMIC-IV,5,0.06,0.6117346347919597
MIMIC-IV,5,0.07,0.6190768467201588
MIMIC-IV,5,0.08,0.6256563818347258
MIMIC-IV,5,0.09,0.6314566961700719
MIMIC-IV,5,0.1,0.6373298039540077
MIMIC-IV,5,0.11,0.6419604599222434
MIMIC-IV,5,0.12,0.6465613367524196
MIMIC-IV,5,0.13,0.6507866655637357
MIMIC-IV,5,0.14,0.6547307469600463
MIMIC-IV,5,0.15,0.6590338324096285
MIMIC-IV,5,0.16,0.662501447596989
MIMIC-IV,5,0.17,0.6661477376127057
MIMIC-IV,5,0.18,0.669309289436678
MIMIC-IV,5,0.19,0.6727388535031847
MIMIC-IV,5,0.2,0.6767077508478783
MIMIC-IV,5,0.21,0.679452394739019
MIMIC-IV,5,0.22,0.6823343535445446
MIMIC-IV,5,0.23,0.6854628174373397
MIMIC-IV,5,0.24,0.6884440400363967
MIMIC-IV,5,0.25,0.6916486061708992
MIMIC-IV,5,0.26,0.6937199106625859
MIMIC-IV,5,0.27,0.6965654727438166
MIMIC-IV,5,0.28,0.6991794193068078
MIMIC-IV,5,0.29,0.7019025560426835
MIMIC-IV,5,0.3,0.7048407643312102
MIMIC-IV,5,0.31,0.7074183141699065
MIMIC-IV,5,0.32,0.7103465960790801
MIMIC-IV,5,0.33,0.713443626437257
MIMIC-IV,5,0.34,0.7166432293820829
MIMIC-IV,5,0.35000000000000003,0.719748531723054
MIMIC-IV,5,0.36,0.7229117379435851
MIMIC-IV,5,0.37,0.726533212010919
MIMIC-IV,5,0.38,0.7302704938373729
MIMIC-IV,5,0.39,0.7342393911820664
MIMIC-IV,5,0.4,0.7392340143932501
MIMIC-IV,5,0.41000000000000003,0.7431615518239723
MIMIC-IV,5,0.42,0.7474745636529077
MIMIC-IV,5,0.43,0.7522044834146745
MIMIC-IV,5,0.44,0.7575448755066589
MIMIC-IV,5,0.45,0.7631913309620316
MIMIC-IV,5,0.46,0.7686591115890479
MIMIC-IV,5,0.47000000000000003,0.7754156671354123
MIMIC-IV,5,0.48,0.7819141368185955
MIMIC-IV,5,0.49,0.7872363305484325
MIMIC-IV,5,0.5,0.7977136239556621
MIMIC-IV,5,0.51,0.8028472164777897
MIMIC-IV,5,0.52,0.8079245595169162
MIMIC-IV,5,0.53,0.8137877409214989
MIMIC-IV,5,0.54,0.819713789395318
MIMIC-IV,5,0.55,0.8248622714864753
MIMIC-IV,5,0.56,0.829286127884854
MIMIC-IV,5,0.5700000000000001,0.8337232194557035
MIMIC-IV,5,0.58,0.837498552403011
MIMIC-IV,5,0.59,0.8410356522458433
MIMIC-IV,5,0.6,0.8452924145917776
MIMIC-IV,5,0.61,0.8480519480519481
MIMIC-IV,5,0.62,0.8512234262552734
MIMIC-IV,5,0.63,0.8541583257506824
MIMIC-IV,5,0.64,0.8569691455041774
MIMIC-IV,5,0.65,0.8595648937050211
MIMIC-IV,5,0.66,0.8617801306973282
MIMIC-IV,5,0.67,0.8642005128629332
MIMIC-IV,5,0.68,0.8664339482173877
MIMIC-IV,5,0.6900000000000001,0.8684374224501613
MIMIC-IV,5,0.7000000000000001,0.8705980643560262
MIMIC-IV,5,0.71,0.8724625692778559
MIMIC-IV,5,0.72,0.8744379187691289
MIMIC-IV,5,0.73,0.8762048142939862
MIMIC-IV,5,0.74,0.8781338406816114
MIMIC-IV,5,0.75,0.8801356605178261
MIMIC-IV,5,0.76,0.8815104640582347
MIMIC-IV,5,0.77,0.883186367772355
MIMIC-IV,5,0.78,0.8849565720903301
MIMIC-IV,5,0.79,0.8866076598560675
MIMIC-IV,5,0.8,0.8888791463313757
MIMIC-IV,5,0.81,0.8905749028042022
MIMIC-IV,5,0.8200000000000001,0.8925634874679461
MIMIC-IV,5,0.8300000000000001,0.8943998676482753
MIMIC-IV,5,0.84,0.8966614277442303
MIMIC-IV,5,0.85,0.8989296054264208
MIMIC-IV,5,0.86,0.9015236992307056
MIMIC-IV,5,0.87,0.9040516171726363
MIMIC-IV,5,0.88,0.906625858218215
MIMIC-IV,5,0.89,0.9091901728844404
MIMIC-IV,5,0.9,0.9118653321201092
MIMIC-IV,5,0.91,0.9140904954917694
MIMIC-IV,5,0.92,0.9165323848126395
MIMIC-IV,5,0.93,0.9190156340474812
MIMIC-IV,5,0.9400000000000001,0.9215369344031764
MIMIC-IV,5,0.9500000000000001,0.9239606253618993
MIMIC-IV,5,0.96,0.9270229133923401
MIMIC-IV,5,0.97,0.9312416246174208
MIMIC-IV,5,0.98,0.932518818760857
MIMIC-IV,5,0.99,0.9445826784680288
MIMIC-IV,5,1,1
MIMIC-IV,6,0,0.7018529241459178
MIMIC-IV,6,0.01,0.7018529241459178
MIMIC-IV,6,0.02,0.7194970634461081
MIMIC-IV,6,0.03,0.7223724046653983
MIMIC-IV,6,0.04,0.7307155265117049
MIMIC-IV,6,0.05,0.7366663909339068
MIMIC-IV,6,0.06,0.7397253701712301
MIMIC-IV,6,0.07,0.7433882041525354
MIMIC-IV,6,0.08,0.746442220200182
MIMIC-IV,6,0.09,0.749274547108942
MIMIC-IV,6,0.1,0.7521399619488791
MIMIC-IV,6,0.11,0.7542592439407726
MIMIC-IV,6,0.12,0.7563752171395484
MIMIC-IV,6,0.13,0.7585077343039126
MIMIC-IV,6,0.14,0.7607295888824551
MIMIC-IV,6,0.15,0.7632029117379436
MIMIC-IV,6,0.16,0.7653933327818678
MIMIC-IV,6,0.17,0.7676168417569691
MIMIC-IV,6,0.18,0.7693986268508561
MIMIC-IV,6,0.19,0.7712184630655968
MIMIC-IV,6,0.2,0.7732120109190173
MIMIC-IV,6,0.21,0.7745686160972786
MIMIC-IV,6,0.22,0.7758838613615684
MIMIC-IV,6,0.23,0.7773943254198031
MIMIC-IV,6,0.24,0.7788965174952436
MIMIC-IV,6,0.25,0.7807064273306311
MIMIC-IV,6,0.26,0.7818247994044173
MIMIC-IV,6,0.27,0.7835387542393912
MIMIC-IV,6,0.28,0.7850607990735379
MIMIC-IV,6,0.29,0.7865365208040367
MIMIC-IV,6,0.3,0.7881842997766565
MIMIC-IV,6,0.31,0.7895955000413599
MIMIC-IV,6,0.32,0.79122838944495
MIMIC-IV,6,0.33,0.7929952849698073
MIMIC-IV,6,0.34,0.7948002316155183
MIMIC-IV,6,0.35000000000000003,0.7964728265365209
MIMIC-IV,6,0.36,0.7981503846471999
MIMIC-IV,6,0.37,0.7999784928447349
MIMIC-IV,6,0.38,0.8016229630242369
MIMIC-IV,6,0.39,0.8031913309620315
MIMIC-IV,6,0.4,0.8049085945901232
MIMIC-IV,6,0.41000000000000003,0.8061345024402349
MIMIC-IV,6,0.42,0.8073852262387294
MIMIC-IV,6,0.43,0.8086508396062536
MIMIC-IV,6,0.44,0.8099743568533377
MIMIC-IV,6,0.45,0.8110877657374472
MIMIC-IV,6,0.46,0.8121399619488792
MIMIC-IV,6,0.47000000000000003,0.8132632972123418
MIMIC-IV,6,0.48,0.8141947224749773
MIMIC-IV,6,0.49,0.8149673256679626
MIMIC-IV,6,0.5,0.8164777897261973
MIMIC-IV,6,0.51,0.8172189593845645
MIMIC-IV,6,0.52,0.8180180329224915
MIMIC-IV,6,0.53,0.8189544213748036
MIMIC-IV,6,0.54,0.8200595582761188
MIMIC-IV,6,0.55,0.8210521962114319
MIMIC-IV,6,0.56,0.8220663413020101
MIMIC-IV,6,0.5700000000000001,0.8232393084622384
MIMIC-IV,6,0.58,0.8244354371742907
MIMIC-IV,6,0.59,0.8255670444205476
MIMIC-IV,6,0.6,0.8271105964099594
MIMIC-IV,6,0.61,0.8282422036562164
MIMIC-IV,6,0.62,0.8296120440069484
MIMIC-IV,6,0.63,0.8309008189262966
MIMIC-IV,6,0.64,0.8322276449664985
MIMIC-IV,6,0.65,0.8335875589378774
MIMIC-IV,6,0.66,0.8347721068740177
MIMIC-IV,6,0.67,0.8362130862767806
MIMIC-IV,6,0.68,0.8376573744726611
MIMIC-IV,6,0.6900000000000001,0.839040449995864
MIMIC-IV,6,0.7000000000000001,0.8404483414674497
MIMIC-IV,6,0.71,0.8417900570766813
MIMIC-IV,6,0.72,0.843128463892795
MIMIC-IV,6,0.73,0.8444966498469684
MIMIC-IV,6,0.74,0.845917776491025
MIMIC-IV,6,0.75,0.8475208867565556
MIMIC-IV,6,0.76,0.8486276780544296
MIMIC-IV,6,0.77,0.8500504590950451
MIMIC-IV,6,0.78,0.8513938291008355
MIMIC-IV,6,0.79,0.8526478616924477
MIMIC-IV,6,0.8,0.8541268922160642
MIMIC-IV,6,0.81,0.8551890148068492
MIMIC-IV,6,0.8200000000000001,0.8565257672264042
MIMIC-IV,6,0.8300000000000001,0.8577218959384565
MIMIC-IV,6,0.84,0.8592472495657208
MIMIC-IV,6,0.85,0.8608735213830755
MIMIC-IV,6,0.86,0.862375713458516
MIMIC-IV,6,0.87,0.86375713458516
MIMIC-IV,6,0.88,0.8651716436429813
MIMIC-IV,6,0.89,0.8667102324427165
MIMIC-IV,6,0.9,0.8685797005542228
MIMIC-IV,6,0.91,0.870315162544462
MIMIC-IV,6,0.92,0.8722061378112334
MIMIC-IV,6,0.93,0.874221192819919
MIMIC-IV,6,0.9400000000000001,0.8765191496401687
MIMIC-IV,6,0.9500000000000001,0.8788270328397717
MIMIC-IV,6,0.96,0.8821407891471585
MIMIC-IV,6,0.97,0.8866771445115395
MIMIC-IV,6,0.98,0.8884572752088675
MIMIC-IV,6,0.99,0.8969492927454711
MIMIC-IV,6,1,1
eICU,2,0,0.419528264132066
eICU,2,0.01,0.419528264132066
eICU,2,0.02,0.4285382691345673
eICU,2,0.03,0.4299729864932466
eICU,2,0.04,0.43288194097048527
eICU,2,0.05,0.43451225612806404
eICU,2,0.06,0.4352511255627814
eICU,2,0.07,0.4362391195597799
eICU,2,0.08,0.4375352676338169
eICU,2,0.09,0.4391335667833917
eICU,2,0.1,0.4409504752376188
eICU,2,0.11,0.44252426213106555
eICU,2,0.12,0.4439774887443722
eICU,2,0.13,0.44542521260630313
eICU,2,0.14,0.44700200100050025
eICU,2,0.15,0.44936518259129565
eICU,2,0.16,0.45174037018509255
eICU,2,0.17,0.4546758379189595
eICU,2,0.18,0.4572366183091546
eICU,2,0.19,0.45993346673336666
eICU,2,0.2,0.46279289644822413
eICU,2,0.21,0.4647408704352176
eICU,2,0.22,0.46670685342671336
eICU,2,0.23,0.4689234617308654
eICU,2,0.24,0.4708869434717359
eICU,2,0.25,0.47319509754877437
eICU,2,0.26,0.47468184092046023
eICU,2,0.27,0.4766858429214607
eICU,2,0.28,0.4783526763381691
eICU,2,0.29,0.47995897948974486
eICU,2,0.3,0.48155777888944473
eICU,2,0.31,0.4827538769384692
eICU,2,0.32,0.4839944972486243
eICU,2,0.33,0.4851640820410205
eICU,2,0.34,0.4862526263131566
eICU,2,0.35000000000000003,0.48718409204602303
eICU,2,0.36,0.4879879939969985
eICU,2,0.37,0.48888344172086046
eICU,2,0.38,0.4896858429214607
eICU,2,0.39,0.4905022511255628
eICU,2,0.4,0.49140770385192595
eICU,2,0.41000000000000003,0.4921285642821411
eICU,2,0.42,0.49288894447223613
eICU,2,0.43,0.49363931965982993
eICU,2,0.44,0.4944117058529265
eICU,2,0.45,0.49523061530765383
eICU,2,0.46,0.4958954477238619
eICU,2,0.47000000000000003,0.49674037018509254
eICU,2,0.48,0.4974567283641821
eICU,2,0.49,0.4981090545272636
eICU,2,0.5,0.4994022011005503
eICU,2,0.51,0.5000550275137569
eICU,2,0.52,0.5007173586793396
eICU,2,0.53,0.5014212106053026
eICU,2,0.54,0.5022871435717859
eICU,2,0.55,0.5030375187593797
eICU,2,0.56,0.5037483741870935
eICU,2,0.5700000000000001,0.5045572786393197
eICU,2,0.58,0.5053226613306653
eICU,2,0.59,0.5060550275137569
eICU,2,0.6,0.5069969984992496
eICU,2,0.61,0.5076893446723362
eICU,2,0.62,0.5084852426213107
eICU,2,0.63,0.5092806403201601
eICU,2,0.64,0.5101260630315158
eICU,2,0.65,0.5110470235117559
eICU,2,0.66,0.5118689344672336
eICU,2,0.67,0.5129184592296148
eICU,2,0.68,0.5140590295147573
eICU,2,0.6900000000000001,0.5152621310655328
eICU,2,0.7000000000000001,0.5166533266633316
eICU,2,0.71,0.5180665332666333
eICU,2,0.72,0.5196168084042021
eICU,2,0.73,0.5212296148074037
eICU,2,0.74,0.5231630815407704
eICU,2,0.75,0.525440220110055
eICU,2,0.76,0.5269979989994997
eICU,2,0.77,0.5289464732366184
eICU,2,0.78,0.531136568284142
eICU,2,0.79,0.5331320660330165
eICU,2,0.8,0.5358344172086043
eICU,2,0.81,0.5378614307153576
eICU,2,0.8200000000000001,0.5404427213606804
eICU,2,0.8300000000000001,0.5429014507253627
eICU,2,0.84,0.5456778389194598
eICU,2,0.85,0.5482496248124062
eICU,2,0.86,0.5503586793396699
eICU,2,0.87,0.5519884942471236
eICU,2,0.88,0.5534827413706853
eICU,2,0.89,0.5549214607303652
eICU,2,0.9,0.556735867933967
eICU,2,0.91,0.5583716858429214
eICU,2,0.92,0.5600440220110054
eICU,2,0.93,0.5613811905952977
eICU,2,0.9400000000000001,0.5624597298649324
eICU,2,0.9500000000000001,0.5633866933466734
eICU,2,0.96,0.5648529264632316
eICU,2,0.97,0.567719859929965
eICU,2,0.98,0.568991995997999
eICU,2,0.99,0.5781720860430215
eICU,2,1,1
eICU,3,0,0.5627508754377188
eICU,3,0.01,0.5627508754377188
eICU,3,0.02,0.5769504752376188
eICU,3,0.03,0.5793766883441721
eICU,3,0.04,0.5855212606303152
eICU,3,0.05,0.5908554277138569
eICU,3,0.06,0.5932916458229115
eICU,3,0.07,0.5964727363681841
eICU,3,0.08,0.5989589794897449
eICU,3,0.09,0.6009774887443722
eICU,3,0.1,0.6028469234617309
eICU,3,0.11,0.6043856928464232
eICU,3,0.12,0.6057638819409705
eICU,3,0.13,0.6069399699849924
eICU,3,0.14,0.6079889944972486
eICU,3,0.15,0.6090975487743872
eICU,3,0.16,0.6101070535267634
eICU,3,0.17,0.6112121060530266
eICU,3,0.18,0.6122296148074037
eICU,3,0.19,0.6133581790895448
eICU,3,0.2,0.6146313156578289
eICU,3,0.21,0.6155432716358179
eICU,3,0.22,0.6164667333666833
eICU,3,0.23,0.6176138069034517
eICU,3,0.24,0.6186953476738369
eICU,3,0.25,0.6199884942471235
eICU,3,0.26,0.6209009504752376
eICU,3,0.27,0.6222006003001501
eICU,3,0.28,0.6235192596298149
eICU,3,0.29,0.62489644822411206
eICU,3,0.3,0.6265162581290645
eICU,3,0.31,0.6278419209604802
eICU,3,0.32,0.6293151575787894
eICU,3,0.33,0.6307943971985993
eICU,3,0.34,0.6323426713356678
eICU,3,0.35000000000000003,0.633816408204102
eICU,3,0.36,0.6351975987993997
eICU,3,0.37,0.6367353676838419
eICU,3,0.38,0.6383136568284142
eICU,3,0.39,0.6400635317658829
eICU,3,0.4,0.6420835417708854
eICU,3,0.41000000000000003,0.6437988994497249
eICU,3,0.42,0.645687843921961
eICU,3,0.43,0.6477548774387194
eICU,3,0.44,0.6498584292146073
eICU,3,0.45,0.6520340170085043
eICU,3,0.46,0.6539224612306153
eICU,3,0.47000000000000003,0.6560295147573787
eICU,3,0.48,0.6577218609304653
eICU,3,0.49,0.6590465232616308
eICU,3,0.5,0.6615582791395698
eICU,3,0.51,0.6628484242121061
eICU,3,0.52,0.6641540770385193
eICU,3,0.53,0.6657868934467234
eICU,3,0.54,0.6678529264632316
eICU,3,0.55,0.6698574287143572
eICU,3,0.56,0.6718414207103551
eICU,3,0.5700000000000001,0.6740745372686343
eICU,3,0.58,0.676136568284142
eICU,3,0.59,0.6780620310155078
eICU,3,0.6,0.6805177588794398
eICU,3,0.61,0.6821675837918959
eICU,3,0.62,0.6840755377688844
eICU,3,0.63,0.6858004002001
eICU,3,0.64,0.6874907453726864
eICU,3,0.65,0.6890375187593797
eICU,3,0.66,0.6903971985992996
eICU,3,0.67,0.6920255127563781
eICU,3,0.68,0.693623811905953
eICU,3,0.6900000000000001,0.6952541270635317
eICU,3,0.7000000000000001,0.6968819409704853
eICU,3,0.71,0.6982166083041521
eICU,3,0.72,0.6994552276138069
eICU,3,0.73,0.7006033016508254
eICU,3,0.74,0.7017478739369685
eICU,3,0.75,0.7028554277138569
eICU,3,0.76,0.703552276138069
eICU,3,0.77,0.7044127063531765
eICU,3,0.78,0.7053776888444222
eICU,3,0.79,0.706224112056028
eICU,3,0.8,0.707440220110055
eICU,3,0.81,0.7083456728364182
eICU,3,0.8200000000000001,0.7094607303651826
eICU,3,0.8300000000000001,0.7105672836418209
eICU,3,0.84,0.7117958979489745
eICU,3,0.85,0.7129269634817409
eICU,3,0.86,0.713999499749875
eICU,3,0.87,0.7150075037518759
eICU,3,0.88,0.716080540270135
eICU,3,0.89,0.7171895947973987
eICU,3,0.9,0.7185642821410705
eICU,3,0.91,0.7197063531765883
eICU,3,0.92,0.7212451225612806
eICU,3,0.93,0.7232761380690346
eICU,3,0.9400000000000001,0.7260180090045022
eICU,3,0.9500000000000001,0.7284147073536769
eICU,3,0.96,0.7324277138569285
eICU,3,0.97,0.7375692846423212
eICU,3,0.98,0.7395142571285643
eICU,3,0.99,0.7521610805402701
eICU,3,1,1
eICU,4,0,0.6230500250125063
eICU,4,0.01,0.6230500250125063
eICU,4,0.02,0.643544272136068
eICU,4,0.03,0.647424712356178
eICU,4,0.04,0.6576693346673337
eICU,4,0.05,0.6661340670335167
eICU,4,0.06,0.6697418709354678
eICU,4,0.07,0.6738924462231115
eICU,4,0.08,0.6771585792896448
eICU,4,0.09,0.6798874437218609
eICU,4,0.1,0.6825872936468234
eICU,4,0.11,0.6847943971985992
eICU,4,0.12,0.6870035017508754
eICU,4,0.13,0.6892106053026513
eICU,4,0.14,0.6914602301150575
eICU,4,0.15,0.6938604302151076
eICU,4,0.16,0.6958614307153577
eICU,4,0.17,0.6980070035017508
eICU,4,0.18,0.6997623811905953
eICU,4,0.19,0.7015982991495748
eICU,4,0.2,0.7035402701350675
eICU,4,0.21,0.7048924462231115
eICU,4,0.22,0.7061840920460231
eICU,4,0.23,0.707583791895948
eICU,4,0.24,0.7089929964982491
eICU,4,0.25,0.7106148074037019
eICU,4,0.26,0.7117018509254628
eICU,4,0.27,0.7131740870435218
eICU,4,0.28,0.7144512256128064
eICU,4,0.29,0.715719859929965
eICU,4,0.3,0.7170010005002502
eICU,4,0.31,0.7180590295147574
eICU,4,0.32,0.7193131565782891
eICU,4,0.33,0.7205587793896948
eICU,4,0.34,0.7218364182091046
eICU,4,0.35000000000000003,0.723007503751876
eICU,4,0.36,0.7240970485242622
eICU,4,0.37,0.725271635817909
eICU,4,0.38,0.7263266633316658
eICU,4,0.39,0.7274612306153077
eICU,4,0.4,0.7287578789394697
eICU,4,0.41000000000000003,0.7297708854427214
eICU,4,0.42,0.730847423711856
eICU,4,0.43,0.7319384692346174
eICU,4,0.44,0.7330685342671336
eICU,4,0.45,0.7342276138069035
eICU,4,0.46,0.7352121060530266
eICU,4,0.47000000000000003,0.7364592296148074
eICU,4,0.48,0.7375012506253127
eICU,4,0.49,0.7383656828414207
eICU,4,0.5,0.7402696348174087
eICU,4,0.51,0.7412306153076538
eICU,4,0.52,0.7421845922961481
eICU,4,0.53,0.7433536768384192
eICU,4,0.54,0.7446943471735868
eICU,4,0.55,0.745856428214107
eICU,4,0.56,0.7470050025012506
eICU,4,0.5700000000000001,0.7483006503251626
eICU,4,0.58,0.7495087543771886
eICU,4,0.59,0.7506773386693346
eICU,4,0.6,0.7522326163081541
eICU,4,0.61,0.7532926463231616
eICU,4,0.62,0.7545787893946974
eICU,4,0.63,0.7557778889444723
eICU,4,0.64,0.7570595297648824
eICU,4,0.65,0.7582781390695348
eICU,4,0.66,0.7593641820910455
eICU,4,0.67,0.7605507753876939
eICU,4,0.68,0.7617373686843422
eICU,4,0.6900000000000001,0.7628124062031015
eICU,4,0.7000000000000001,0.763855427713857
eICU,4,0.71,0.7648094047023511
eICU,4,0.72,0.7657853926963482
eICU,4,0.73,0.7667863931965982
eICU,4,0.74,0.7679309654827414
